message_id,email_length,word_count,communication_time_category,body_tokenized,category
<10205933.1075843893881.JavaMail.evans@thyme>,1147,175,Evening,case anyone doubts davis approaching issue davis announces four new energy advisors updated may gov gray davis added four new advisers energy staff including members former vice president gore staff campaign team chris lehane former gore press secretary mark fabiani deputy campaign manager gore lieberman presidential run coordinate governor communications staff energy issues help recruit new director communications lehane fabiani company earn per month six months nancy mcfadden former deputy chief staff gore earn year senior adviser governor said steve maviglio davis spokesman mcfadden concentrate governor relations federal regulators generators davis also recruited kellan fluckiger chief operations officer independent system operator keeper state power grid fluckiger loan iso work energy suppliers maviglio said associated press,Energy Trading
<26310066.1075843893951.JavaMail.evans@thyme>,1041,171,Morning,word steve ken thought meetings worthwhile though pooped time got airport laughed cried riordan car ride best jeff karen denne jeff dasovich enron enron subject draft letter like thanks great job cleaning improving far coherent last night gotten feedback steve ken wanted send today need send monday unless steve objections word ken say anything meeting yesterday way airport yesterday much long day going crash early tonight probably sleep thru weekend talk soon jeff dasovich sent jeff dasovich karen denne corp enron enron karen denne corp enron enron steven kean enron enron subject draft letter karen great job edits best jeff,HR & Internal
<31292188.1075843893999.JavaMail.evans@thyme>,351,59,Morning,nice job comment crazies california find market power every rock every pipeline think chance someone might assert share equals market power might want say significant supplier something similar big deal thought flag consideration best jeff,Energy Trading
<29204880.1075843894023.JavaMail.evans@thyme>,825,108,Morning,yes jennifer thome leslie lawner enron enron rebecca cantrell hou ect ect robert neustaedter donna fulton corp enron enron jeff dasovich enron enron joe hartsoe corp enron enron james steffes enron enron linda noske hou ect ect ban sharma subject meeting today gas strategy jim asked pull together meeting tomorrow tuesday cst natural gas meeting take place call number code agenda include presentation ferc talking points gas prices california strategy going forward please let know able join jennifer,Legal & Regulatory
<12196809.1075843894049.JavaMail.evans@thyme>,482,77,Morning,call friday linda asked could distribute materials developed used recently california regarding crisis solutions try resolve attached backgrounder provided business leaders ken lay met last week power point presentation higher level discussion detailed backgrounder missed anyone please forward along anyone questions give call best jeff,Energy Trading
<7745708.1075843894073.JavaMail.evans@thyme>,870,109,Morning,jeff dasovich sent jeff dasovich linda robertson enron enron richard shapiro enron enron skean enron com janel guerrero corp enron enron paul kaufman enron enronxgate daniel allegretti enron enron howard fromer enron enron susan landwehr enron enron mpalmer enron com james steffes enron enron subject call friday linda asked could distribute materials developed used recently california regarding crisis solutions try resolve attached backgrounder provided business leaders ken lay met last week power point presentation higher level discussion detailed backgrounder missed anyone please forward along anyone questions give call best jeff,Energy Trading
<32597052.1075843894320.JavaMail.evans@thyme>,3043,441,Afternoon,oversight reason thanks noticing letting know best jeff james steffes jeff dasovich enron enron subject info announce open season redwood baja early next week jeff send also phillip allen jim jeff dasovich sent jeff dasovich stephanie miller enron enronxgate barry tycholiz enron enronxgate chris foster enron enronxgate jeffery fawcett enron enronxgate steven harris enron enron leslie lawner enron enron rebecca cantrell hou ect ect skean enron com richard shapiro enron enron james steffes enron enron susan mara enron enron sandra mccubbin enron enron donna fulton corp enron enron joe hartsoe corp enron enron shelley corman enron enronxgate julie gomez enron enronxgate laird dyer ect ect michael mcdonald ect ect david parquet ect ect samuel wehn hou ect ect alan comnes enron enronxgate christopher calger enron enronxgate tim belden enron enronxgate robert badeer enron enronxgate paul kaufman enron enronxgate subject info announce open season redwood baja early next week announce via press release early next week open season redwood baja silverado comes direct response recent announcements expansions california pipelines bid protocols structured similar original open season original gas accord open season start june end july capacity available starting bidders able bid years states generators want accompanying announcement another announcement expand redwood day hope available time weeks open season begins file proposed gas accord first one expires end part filing offer proposed ratemaking treatment next five years beginning include open season core capacity certain ead contracts extend beyond gas accord end date addition hold back additional excluding core ead open seasoned future date capacity auctioned mmcf day redwood annual baja plus additional day summer baja silverado market intend hold back might auction future discussed gas accord filing single company awarded capacity specific path primary open season though firms bid whatever level capacity choose please forwad along anyone else might interested questions holler best jeff,Energy Trading
<15445894.1075843894345.JavaMail.evans@thyme>,2869,415,Afternoon,fyi apologies oversight including list questions etc give holler best jeff jeff dasovich sent jeff dasovich stephanie miller enron enronxgate barry tycholiz enron enronxgate chris foster enron enronxgate jeffery fawcett enron enronxgate steven harris enron enron leslie lawner enron enron rebecca cantrell hou ect ect skean enron com richard shapiro enron enron james steffes enron enron susan mara enron enron sandra mccubbin enron enron donna fulton corp enron enron joe hartsoe corp enron enron shelley corman enron enronxgate julie gomez enron enronxgate laird dyer ect ect michael mcdonald ect ect david parquet ect ect samuel wehn hou ect ect alan comnes enron enronxgate christopher calger enron enronxgate tim belden enron enronxgate robert badeer enron enronxgate paul kaufman enron enronxgate subject info announce open season redwood baja early next week announce via press release early next week open season redwood baja silverado comes direct response recent announcements expansions california pipelines bid protocols structured similar original open season original gas accord open season start june end july capacity available starting bidders able bid years states generators want accompanying announcement another announcement expand redwood day hope available time weeks open season begins file proposed gas accord first one expires end part filing offer proposed ratemaking treatment next five years beginning include open season core capacity certain ead contracts extend beyond gas accord end date addition hold back additional excluding core ead open seasoned future date capacity auctioned mmcf day redwood annual baja plus additional day summer baja silverado market intend hold back might auction future discussed gas accord filing single company awarded capacity specific path primary open season though firms bid whatever level capacity choose please forwad along anyone else might interested questions holler best jeff,Energy Trading
<29126635.1075843894618.JavaMail.evans@thyme>,1593,252,Evening,hertzberg called briefly discussed scenarios asked build attached file supporting spreadsheets included folks would like let know please keep file confidential hertzberg wanted see happened rates large noncore customers small core customers share past utility debt shifted noncore customers analsis shows noncore rates approach loretta recent rate increases approximately core share utility past debt shifted businesess noncore fact edison rate scenario lynch rate modestly increasing cost shift level would start push rates significantly lynch rates note however recent submission puc dwr asserts revenue requirement substantially higher revenues support lynch rate increase suggesting lynch increase rates soon addition loretta rates also reflect past utility costs require yet additional increases expect another conversation speaker later evening tomorrow discuss scenarios detail would still like put ious past debts noncore exchange getting competitive market loretta report back spoken ideas suggestions etc regarding attached spreadsheet welcome appreciated best jeff,Financial & Accounting
<4140944.1075843894768.JavaMail.evans@thyme>,985,166,Afternoon,spoke briefly hertzberg last night lengthy discussion late last night guy csfb providing hertzberg pro bono financial advice crisis hertzberg still hot putting utility past due noncore though consultant agreed politically number likely end somewhere south thing gets legs hertzberg asked provided today fifth scenario shows numbers work core share utility past due shifted noncore attached report back developments note please discard file sent yesterday replace one file accidentally cents kwh noncore rate edison edison rate cents kwh cents kwh line reads total cost noncore cpuc recent decision best jeff,News & Media
<13227894.1075843894934.JavaMail.evans@thyme>,935,119,Afternoon,fyi trying keep stuff confidential best jeff jeff dasovich sent jeff dasovich linda robertson enron enron richard shapiro enron enron skean enron com janel guerrero corp enron enron paul kaufman enron enronxgate daniel allegretti enron enron howard fromer enron enron susan landwehr enron enron mpalmer enron com james steffes enron enron subject call friday linda asked could distribute materials developed used recently california regarding crisis solutions try resolve attached backgrounder provided business leaders ken lay met last week power point presentation higher level discussion detailed backgrounder missed anyone please forward along anyone questions give call best jeff,Energy Trading
<12968750.1075843895327.JavaMail.evans@thyme>,458,78,Afternoon,rosalee could please print following two documents lay one excel sheet showing summary results analyis core noncore market structure lay discussing leaders california word document explaining summary tables contents questions let know maureen print steve thanks much help best jeff,Energy Trading
<29759167.1075843895351.JavaMail.evans@thyme>,664,100,Afternoon,jeff dasovich sent jeff dasovich rosalee fleming enron enronxgate steve kean maureen mcvicker enron enron subject summary core noncore analysis rosalee could please print following two documents lay one excel sheet showing summary results analysis core noncore market structure lay discussing leaders california word document explaining summary table contents questions let know maureen print steve thanks much help best jeff,Energy Trading
<33513930.1075843895375.JavaMail.evans@thyme>,805,117,Afternoon,jeff dasovich sent jeff dasovich skean enron com subject summary core noncore analysis jeff dasovich sent jeff dasovich rosalee fleming enron enronxgate steve kean maureen mcvicker enron enron subject summary core noncore analysis rosalee could please print following two documents lay one excel sheet showing summary results analysis core noncore market structure lay discussing leaders california word document explaining summary table contents questions let know maureen print steve thanks much help best jeff,Energy Trading
<30344733.1075843895495.JavaMail.evans@thyme>,1914,243,Evening,jennifer think jeff transwestern take look provide comments might jeff feel free send comments directly jennifer copy since always interested comments thanks best jeff rebecca cantrell ect jennifer thome enron enron rebecca cantrell hou ect ect james steffes enron enron ban sharma enron jeff dasovich enron enron joe hartsoe corp enron enron ray alvarez enron enron nancy bagot ots enron enron janel guerrero corp enron enron stephanie miller enron enronxgate mary schoen enron enron leslie lawner enron enron donna fulton corp enron enron subject talking points gas comments also reorganized format extensively thought better flow mark changes got confusing incorporate christi revisions mine got message try start please call questions jennifer thome enron rebecca cantrell hou ect ect christi nicolay hou ect ect james steffes enron enron ban sharma jeff dasovich enron enron joe hartsoe corp enron enron ray alvarez enron enron nancy bagot ots enron enron janel guerrero corp enron enron subject talking points gas becky christi attached revised talking points natural gas made revisions reflect discussion yesterday price caps basis differential explained transportation costs etc discussed hope get input gas fundamentals group tomorrow finalize document friday welcome feedback jennifer,Energy Trading
<10122365.1075843895520.JavaMail.evans@thyme>,1171,116,Evening,sounds like fun meeting best luck best jeff michael tribolet enron enronxgate robert williams enron enronxgate rick buy enron enronxgate david gorte enron enronxgate william bradford enron enronxgate steven kean enron enron richard shapiro enron enron james steffes enron enron harry kingerski enron enron mark koenig enron enronxgate mark palmer corp enron enron karen denne corp enron enron mark haedicke hou ect ect lisa mellencamp hou ect ect elizabeth sager hou ect ect travis mccullough hou ect ect vicki sharp hou ees ees mike smith hou ees ees wanda curry hou ees ees jeff dasovich enron enron susan mara enron enron byoung llgm com smtp enronxgate jklauber llgm com smtp enronxgate greg whalley hou ect ect john lavorato enron enronxgate david delainey hou ees ees janet dietrich hou ees ees marty sunde hou ees ees dan leff hou ees ees subject credits schedule bankruptcy bob bill bradford phone call noon tomorrow advise everyone learn michael,HR & Internal
<8680242.1075843895594.JavaMail.evans@thyme>,1263,200,Morning,recall lay saying increase apply customers discuss make sure page best jeff robert williams enron enronxgate harry kingerski enron enron marty sunde hou ees ees vicki sharp hou ees ees jeff dasovich enron enron james steffes enron enron subject san diego update harry marty sunde jeff dasovich trip ken lay last week understood marty ken may believe customers including direct access pay increase mention marty encouraging litigation exposure standpoint extent consumers treated alike customers resourced utility service cannot claim disadvantaged action converse also true pay put back utility service may try pass cost extent increase pay back dwr buying power required pay ees could substantial exposure customers maybe need modify strategy take account,Legal & Regulatory
<27717760.1075843895619.JavaMail.evans@thyme>,1095,151,Morning,agree james steffes sandra mccubbin enron enron jeff dasovich enron enron susan mara enron paul kaufman enron enronxgate alan comnes enron enronxgate ray alvarez enron enron leslie lawner enron enron harry kingerski enron enron michael tribolet enron enronxgate richard shapiro enron enron steven kean enron enron subject cdwr given already well summer appears cdwr contracting lock high prices original idea cdwr could buy power mwh ensure retail rates higher neither concepts held true think enron needs consider actively oppossing contracting bond issuance light potential harm cdwr first prices getting great customers second new stranded costs created direct access future chance appreciate everyone thoughts jim,Energy Trading
<22947173.1075843895751.JavaMail.evans@thyme>,1350,193,Afternoon,greetings forgive delays meeting largely summarized cec presentation joseph email nut shell interstate pipeline coming california border intrastate capacity take california border consumer business cec forecasts show things tight california thrust workshop like power plants intrastate pipeline capapcity lagging demand california california needs make concerted effort revitalizing state gas infrastructure quickly hope helpful sorry delay best jeff joseph alamo jeff dasovich enron subject still nothing gas meeting jeffrey scott sullivan western region bentley company exchange cdt joseph alamo enron enron subject still nothing gas meeting scott sullivan account manager enron energy services alcosta blvd suite san ramon direct cell fax pager pager mail skytel com enron com failure opportunity begin intelligently henry ford,Energy Trading
<32063207.1075843895774.JavaMail.evans@thyme>,1172,183,Afternoon,blow batting anybody book phenomenal look back circumstances stellar job overall vacation nice thanks bad thing made realize much need likely gonna get soon best jeff karen denne jeff dasovich enron enron subject gate enron secret bid save deregulation private meeting chairman pitches plan prominent californians told looked like major doofus front page chronicle last weeks pretty vacation jeff dasovich sent jeff dasovich karen denne corp enron enron subject gate enron secret bid save deregulation private meeting chairman pitches plan prominent californians seems riordan written say big deal talking everyone secrecy involved keep talking constructive trying help develop solutions work thoughts,HR & Internal
<20676312.1075843895821.JavaMail.evans@thyme>,467,69,Afternoon,come kidding right thought ostracized teh enron ranks sure mday mday gmssr com jeff dasovich enron com jeff dasovich enron com subject socalgas capacity settlement primary secondary acce rights jim boothe passing enron staff houston attorney least neglecting clarify attorney cute huh,Legal & Regulatory
<6642221.1075843895892.JavaMail.evans@thyme>,402,66,Afternoon,kirsten second report sounds like core noncore getting longer legs moving quickly concerned bev speaking behalf knowledge base quite low plan phoning ensure message pat thoughts also forewarded econ letter teece see get manifesto group respond best jeff,News & Media
<227841.1075843895916.JavaMail.evans@thyme>,1959,302,Afternoon,calling see wish glad back knows core noncore thing might work please keep fingers toes crossed indefinitely best jeff karen denne jeff dasovich enron enron subject gate enron secret bid save deregulation private meeting chairman pitches plan prominent californians kind always pick thanks glad back missed last week even tho called jeff dasovich sent jeff dasovich karen denne corp enron enron subject gate enron secret bid save deregulation private meeting chairman pitches plan prominent californians blow batting anybody book phenomenal look back circumstances stellar job overall vacation nice thanks bad thing made realize much need likely gonna get soon best jeff karen denne jeff dasovich enron enron subject gate enron secret bid save deregulation private meeting chairman pitches plan prominent californians told looked like major doofus front page chronicle last weeks pretty vacation jeff dasovich sent jeff dasovich karen denne corp enron enron subject gate enron secret bid save deregulation private meeting chairman pitches plan prominent californians seems riordan written say big deal talking everyone secrecy involved keep talking constructive trying help develop solutions work thoughts,HR & Internal
<26736757.1075843895965.JavaMail.evans@thyme>,366,68,Afternoon,bad news left bag clothes toiletries dome good news great excuse weekend thanks everything really nice principals smaller intimate less mess ping pong table huge hit hope enjoy loving ribbing much enjoy best jeff,News & Media
<23885233.1075843896014.JavaMail.evans@thyme>,1045,130,Afternoon,jeff dasovich sent jeff dasovich sandra mccubbin enron enron susan mara enron enron subject materials ken lay used jeff dasovich sent jeff dasovich linda robertson enron enron richard shapiro enron enron skean enron com janel guerrero corp enron enron paul kaufman enron enronxgate daniel allegretti enron enron howard fromer enron enron susan landwehr enron enron mpalmer enron com james steffes enron enron subject call friday linda asked could distribute materials developed used recently california regarding crisis solutions try resolve attached backgrounder provided business leaders ken lay met last week power point presentation higher level discussion detailed backgrounder missed anyone please forward along anyone questions give call best jeff,Energy Trading
<27456958.1075843896038.JavaMail.evans@thyme>,1074,134,Afternoon,fyi future reference jeff dasovich sent jeff dasovich sandra mccubbin enron enron susan mara enron enron subject materials ken lay used jeff dasovich sent jeff dasovich linda robertson enron enron richard shapiro enron enron skean enron com janel guerrero corp enron enron paul kaufman enron enronxgate daniel allegretti enron enron howard fromer enron enron susan landwehr enron enron mpalmer enron com james steffes enron enron subject call friday linda asked could distribute materials developed used recently california regarding crisis solutions try resolve attached backgrounder provided business leaders ken lay met last week power point presentation higher level discussion detailed backgrounder missed anyone please forward along anyone questions give call best jeff,Energy Trading
<28370598.1075843896191.JavaMail.evans@thyme>,957,138,Evening,thanks karen chalk one good guys barrett rock solid right issue karen denne jeff dasovich enron enron susan mara enron enron sandra mccubbin enron enron richard shapiro enron enron steven kean enron enron james steffes enron enron janel guerrero corp enron enron mark palmer corp enron enron subject bush davis mtg info got call sandra yamane marathon talked client ceo meeting bush davis riordan participant two minutes speak focused technology energy efficiency media allowed come meeting end craig barrett emerged spokesman said group unanimously opposed price caps davis said little riordan said nothing davis press conference televised right cnn,Energy Trading
<22582963.1075843896289.JavaMail.evans@thyme>,1804,290,Evening,status core noncore proposal buzz proposal sacramento still significant growing name tossed context apparently parts enron core noncore proposal hertzberg slated meet caucus evening discuss plan conversation governor financial advisor talked michael hoffman today one governor financial advisors run hertzberg version core noncore model noncore eats iou past due using mou numbers said model work noncore contract mwh pretty consistent analysis hoffman guys final scrub numbers hoffman fax results tomorrow hertzberg coming additional twists however twists include increasing bond issuance keep core rates hoffman concerned market swallow additional debt mou would issue addition hertzberg wants stretch years mou would issues year paper hoffman concerned market buy year paper hoffman continue work dwr creditworthiness issue done july lose contracts signed clauses event credit place july conversation chamber chamber commerce called iterated key features core noncore proposal opposed features tossed cost shifting appreciative liked features proposal agreed stay close contact finally call hertzberg see else learn best jeff,Legal & Regulatory
<30010024.1075843896362.JavaMail.evans@thyme>,2230,257,Afternoon,time show know station points stop blame stop political rhetoric evidence manipulation occured produce investigations going year stop mccarthyist tactics californians want real comprehensive solution partisan supply less demand state takeovers state procurement real energy market place competition choice creditworthy utilities prices reflect true cost power karen denne susan mara enron enron jeff dasovich enron enron subject point radio show think give gary message points agree topics want hit stop rhetoric implement comprehensive solution includes rate increases etc etc gary ackerman foothillservices mindspring com please respond foothillservices mindspring com dan douglass douglass arterhadden com lynn lednicky lale dynegy com sandra mcdonough sandra mcdonough neg pge com dan pigeon transalta com lynn fisher lfisher apx com karen denne kdenne enron com richard wheatley reliantenergy com paula hall collins paula hall collins williams com julie gentz julie gentz williams com kelly swan kelly swan williams com joe ronan joer calpine com tom williams tcwillia duke energy com mosey efmosey bpa gov mike hansen mshansen bpa gov jan mitchell jan mitchell pacificorp com toni amendolia mozart pwrteam com mark stutz mark stutz xcelenergy com steve roalstad steve roalstad xcelenergy com john sousa joso dynegy com john fistolera johnf ncpa com dace udris dudris smud org carol clawson fpl com catherine parochetti catherine parochetti avistacorp com chuck griffin chuck griffin mirant com neel brian brian oneel mirant com subject point radio show warren olney point national radio show today frank wallach maviglio etc discuss bush visit california energy policy feed gba,Energy Trading
<7451194.1075843896413.JavaMail.evans@thyme>,336,56,Afternoon,folks rewrite power point presentation referenced previous note please keep confidential distribute copy hertzberg used present caucus thanks best jeff numbers show noncore edison would load hertzberg,Energy Trading
<7085270.1075843896437.JavaMail.evans@thyme>,2710,278,Afternoon,believe yes karen called told event cancelled cancel anything get chance talk live first thanks jeff joseph alamo jeff dasovich enron subject itinerary jeff dasovich travel please review ticketing thx joseph cynthia biggs cynthia biggs travelpark com joseph alamo enron com joseph alamo enron com subject itinerary jeff dasovich travel agent booking ref dasovich jeff enron corp california ste enron corp san francisco tktless date may service date depart arrive southwest airlines oakland burbank tue international terminal non stop reservation confirmed duration aircraft boeing southwest airlines los angeles oakland tue intl international terminal terminal non stop reservation confirmed duration aircraft boeing miscellaneous houston wed thank using tap dasovich jeff intl tvlrs carry sos wallet card enron assistance info call sos medical emergency call sos medical emergency intl collect southwest confirmation number please check hour prior departure southwest airlines pre assign seats please present confirmation number upon check retain southwest airlines passenger receipt itinerary expense report purposes required show photo check baggage claim area retrieve checked bags ticket price roundtrip refundable fares subject change ticketed purchased,Energy Trading
<21040385.1075843896485.JavaMail.evans@thyme>,876,110,Afternoon,fyi overnighting analysis done core noncore gov finance people best jeff jeff dasovich sent jeff dasovich richard shapiro enron enron skean enron com paul kaufman enron enronxgate susan mara enron enron sandra mccubbin enron enron karen denne corp enron enron janel guerrero corp enron enron mpalmer enron com james steffes enron enron linda robertson enron enron susan landwehr enron enron subject hertzberg folks rewrite power point presentation referenced previous note please keep confidential distribute copy hertzberg used present caucus thanks best jeff numbers show noncore edison would load hertzberg,Financial & Accounting
<29161675.1075843896511.JavaMail.evans@thyme>,661,100,Afternoon,jennifer please sure connect tom nancy since discussion gas stuff sent best jeff mday mday gmssr com nancy bagot enron com nancy bagot enron com jeff dasovich enron jdasovic enron com subject socalgas capacity settlement primary secondary acce rights jeff dasovich asked forward information comprehensive settlement agreement submitted california want actual text settlement forward well please let know works best thanks mike day,Legal & Regulatory
<25064515.1075843896836.JavaMail.evans@thyme>,3057,327,Afternoon,cancel joseph alamo jeff dasovich enron subject itinerary jeff dasovich travel right yes doh jeff dasovich cdt sent jeff dasovich joseph alamo enron enron subject itinerary jeff dasovich travel believe yes karen called told event cancelled cancel anything get chance talk live first thanks jeff joseph alamo jeff dasovich enron subject itinerary jeff dasovich travel please review ticketing thx joseph cynthia biggs cynthia biggs travelpark com joseph alamo enron com joseph alamo enron com subject itinerary jeff dasovich travel agent booking ref dasovich jeff enron corp california ste enron corp san francisco tktless date may service date depart arrive southwest airlines oakland burbank tue international terminal non stop reservation confirmed duration aircraft boeing southwest airlines los angeles oakland tue intl international terminal terminal non stop reservation confirmed duration aircraft boeing miscellaneous houston wed thank using tap dasovich jeff intl tvlrs carry sos wallet card enron assistance info call sos medical emergency call sos medical emergency intl collect southwest confirmation number please check hour prior departure southwest airlines pre assign seats please present confirmation number upon check retain southwest airlines passenger receipt itinerary expense report purposes required show photo check baggage claim area retrieve checked bags ticket price roundtrip refundable fares subject change ticketed purchased,Energy Trading
<108206.1075843896889.JavaMail.evans@thyme>,2027,329,Evening,scott govenar sgovenar govadv com jeff dasovich jdasovic enron com subject misc jeff regarding voice mail information today dunn hearing today hearing still going transpired edward kahn kahn went previously released sce sponsored report withholding discounted mirant sponsored hogan report inconclusive indicated releasing response shortly kahn indicated tim belden refuted report meeting santa tim would predictably release hard copies report kahn also referenced enron document addressing report contained enron ferc filing senator dunn told staff make note tim name reports senator dunn indicated committee possession confidential iso documents regarding pescetti called smutney gary ackerman meeting gary show anthony discussed four items considering legislatively edison deal minus assets rate cap concerned sce goes state implement ppa drastic measures establishing month cost plus rate cap one condition state must build within months cap lifted direct access told talk dave kelley anything expedited path legislation perhaps partial generator funding expressed interest real time metering means increase conservation smutney suggested using part ppa money install meters customers told enron used meters great success industrials anthony concern reliability told would get information working elizabeth linell also expressed interest buy gave enron plan anthony said working alone proposals scott,Legal & Regulatory
<6679177.1075843896913.JavaMail.evans@thyme>,839,108,Evening,document sent list folks sent jeff dasovich sent jeff dasovich richard shapiro enron enron skean enron com paul kaufman enron enronxgate susan mara enron enron sandra mccubbin enron enron karen denne corp enron enron janel guerrero corp enron enron mpalmer enron com james steffes enron enron linda robertson enron enron susan landwehr enron enron subject hertzberg folks rewrite power point presentation referenced previous note please keep confidential distribute copy hertzberg used present caucus thanks best jeff numbers show noncore edison would load hertzberg,Energy Trading
<21581714.1075843896961.JavaMail.evans@thyme>,1991,283,Evening,add bev comments gotten many calls large customers today meeting sacramento monday discuss core noncore structure try craft core noncore structure makes sense also asked sandi sacramento team line meetings key legislators discuss business expected unhappy portion plan would stick edison debts view unfair punitive frustrated democrats would include simply make deal harvey proof many questioned keeley democrats hell bent pandering harvey keely said assembly also trying come something get support senate read burton keely also mentioned name list many names sources information used build proposal best jeff bev hansen bhansen lhom com sandi mccubbin smccubbi enron com rick shapiro rshapiro enron com alan comnes acomnes enron com harry kingerski harry kingerski enron com janel guerrero janel guerrero enron com jim steffes james steffes enron com joseph alamo jalamo enron com karen denne kdenne enron com lindsay meade lmeade enron com marcie milner mmilner enron com mona petrochko mpetroch enron com scott govenar sgovenar enron com sue mara smara enron com subject today chamber meeting attended chamber meeting today discussion focused efforts large users focusing core non core opposition bob foster edison made presentation regarding support fred keeley came described hertzberg plan mostly emphasized direct access hertzberg plan particularly well received user groups details later bev,HR & Internal
<464537.1075843896985.JavaMail.evans@thyme>,470,72,Evening,thanks much rosalee karen copy dow jones article like email piece brulte objections best jeff rosalee fleming enron enronxgate jeff dasovich enron enron karen denne corp enron enron subject california jeff forwarding info possible handling ken vacation send thanks rosie,HR & Internal
<29285351.1075843897040.JavaMail.evans@thyme>,515,80,Evening,forward piece brulte via email offer meet sacramento monday phone call monday discuss proposal would like best jeff rosalee fleming enron enronxgate jeff dasovich enron enron karen denne corp enron enron subject california jeff forwarding info possible handling ken vacation send thanks rosie,HR & Internal
<22499565.1075843897064.JavaMail.evans@thyme>,1533,252,Evening,greetings senator informed lay currently country message forwarded meantime attaching document ken lay distributed business leaders meetings silicon valley los angeles weeks ago document referenced dow jones wire story include company view core noncore market structure right answer california though document shared speaker hertzberg lay discussed core noncore proposal extensively trip sacramento several weeks ago recall visited sacramento met variety legislators sides aisle discuss solutions california electricity crisis unlike speaker core noncore proposal read today san francisco chronicle enron proposal shift edison past due amounts small consumers california businesses company believes customers responsible costs incurred behalf sacramento monday june would like discuss proposal would find useful schedule permits also available discuss proposal phone would like talk monday anything else questions hesitate contact best jeff dasovich,Energy Trading
<16268600.1075843184400.JavaMail.evans@thyme>,1242,206,Afternoon,think dennis shawne supposed work since recall sending first apologize tried work directly excellent spreadsheet carolyn put together kept fumbling butchering etc canibalized great stuff created new spreadsheet attempting incorporate clarifications yeah right prof mccullough distributed via email stuff talked break timing cash flows answers bottom work sheet also included report though peruse errors relevancy etc biggest concern question answer despite outliers sez loan june may mean spreadsheet got fatal flaw significant probability finally series trials resulted considerable variability across runs could due screw part answers generatd comes run trials run sheet beware takes time unless got dsl something let know completely lunch coming something remotely similar best jeff,News & Media
<6475472.1075853931814.JavaMail.evans@thyme>,1966,299,Afternoon,following message sent ena administrative assistants questions please let know sap implementation impact new sap account coding sap account coding structure different includes general ledger chart accounts project workorders invoice coding coding required provide better information analysis reporting department numbers change departments assigned new sap cost center number effective companies implementing conversion list available end may internal services effective new sap company cost center must used request houston office internal services forms stationary tap travel agency park overnight deliveries fed ups etc visual services lighting hours accounts payable checks issued june july due accounts payable transition sap system applies corporate accounts payable houston plan ahead submit invoices expens reports current coding june july invoice expense report processing required provide appropriate sap account coding invoice coding workshops held introduce new coding structu additional fields required new forms developed accommodate new sap coding certain coding conversions project coding available intranet next invoice coding workshop schedules announced documentation forms available intranet http sap enron com quickref default html immediate concerns contact ena site manager cynthia morrow,News & Media
<33548253.1075853931997.JavaMail.evans@thyme>,859,132,Evening,enron mid year performance management process begun process required select suggested reviewers provide performance related feedback may also requested provide feedback fellow employees need accessing performance management system pep http pep enron com questions directed pep help desk following numbers option europe option canada canada employees mail questions perfmgmt enron com log pep enter user password provided logged immediately prompted change secure password user password user password welcome,Energy Trading
<29557990.1075853932045.JavaMail.evans@thyme>,2290,379,Afternoon,getting time year irma alvarez guessed mid year prc around corner must start preparing preparation upcoming mid year review process need assistance communication groups therefore human resources team ena requesting assistance generating communication materials needed group make sure leave anyone uninformed first two pieces communication coming way besides mail announcements recently distributed ever famous quick reference guides new pep cards time around global performance mgmt team decided many hard copies distributed quick reference guides receiving mail version copy find attached reason behind ena process last years quick reference guides contain alot information past seem come much handy employees tha new company process next global perf mgmt team created nifty pep card minimal highlighted information everyone please anticipate pep cards group friday afteroon also get hard copies reference guides attached please anticipate copy quick reference guides everyone group sending follow mail advise schedule training classes available performance mgmt system opens may ask assist process distributing detailed mails addressed admn asst group assistance cooperation critical importantly greatly appreciated please feel free contact rep questions may also pep hotline already currently available provide employees perf mgmt assistance thanks irma alvarez ena coordinator ext,HR & Internal
<13520404.1075853935527.JavaMail.evans@thyme>,2290,379,Afternoon,getting time year irma alvarez guessed mid year prc around corner must start preparing preparation upcoming mid year review process need assistance communication groups therefore human resources team ena requesting assistance generating communication materials needed group make sure leave anyone uninformed first two pieces communication coming way besides mail announcements recently distributed ever famous quick reference guides new pep cards time around global performance mgmt team decided many hard copies distributed quick reference guides receiving mail version copy find attached reason behind ena process last years quick reference guides contain alot information past seem come much handy employees tha new company process next global perf mgmt team created nifty pep card minimal highlighted information everyone please anticipate pep cards group friday afteroon also get hard copies reference guides attached please anticipate copy quick reference guides everyone group sending follow mail advise schedule training classes available performance mgmt system opens may ask assist process distributing detailed mails addressed admn asst group assistance cooperation critical importantly greatly appreciated please feel free contact rep questions may also pep hotline already currently available provide employees perf mgmt assistance thanks irma alvarez ena coordinator ext,HR & Internal
<6819781.1075853935549.JavaMail.evans@thyme>,859,132,Evening,enron mid year performance management process begun process required select suggested reviewers provide performance related feedback may also requested provide feedback fellow employees need accessing performance management system pep http pep enron com questions directed pep help desk following numbers option europe option canada canada employees mail questions perfmgmt enron com log pep enter user password provided logged immediately prompted change secure password user password user password welcome,Energy Trading
